order_id,seller_id,marketing_channel,business_segment,total_items_sold,total_order_revenue,capped_delay_days,revenue_at_risk,actual_review_score,predicted_bad,keyword_agor,keyword_aguard,keyword_aind,keyword_compr,keyword_entreg,keyword_loj,keyword_nao,keyword_outr,keyword_pag,keyword_ped,keyword_praz,keyword_quer,keyword_receb,keyword_sit,keyword_troc
01cce1175ac3c4a450e3a0f856d02734,9c7fd21e0aa159b20da593371f08ff7c,unknown,audio_video_electronics,1.00,60.00,0.00,0.00,2.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
01d2fc3e47376926a97ae795036db093,f46490624488d3ff7ce78613913a7711,other,health_beauty,1.00,34.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01d90c5856f7551e108f2a0864ff6e54,f46490624488d3ff7ce78613913a7711,other,health_beauty,1.00,69.90,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01e662008f03009eb9b97f9333fcd6b4,ffc470761de7d0232558ba5e786e57b7,unknown,construction_tools_house_garden,1.00,24.98,0.00,0.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01eaa000fe5c9f80f535c3d0cad25a47,594f9aaa48e5bf431f011ddc5669b0d5,paid_search,bags_backpacks,1.00,135.90,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01f48b2a27229e667db384b5b9d5dfa4,77a515caa36327151d1cc6c32a9f00e1,paid_search,stationery,1.00,59.90,0.00,0.00,5.00,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
02014f2495eef0e869616829d481d743,6061155addc1e54b4cfb51c1c2a32ad8,organic_search,pet,1.00,1240.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
02036bc298ab3c1efc98b116f420d646,f22a247b79dd22ecd91dc8e3b2a1b07c,unknown,health_beauty,1.00,24.99,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020f04b3da1d597b9a00b825762299ba,c092292535a57dacd95a8765f5518f87,Other,construction_tools_house_garden,1.00,125.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
029b1d3a355dec12cfed60927f076a9d,c70c1b0d8ca86052f45a432a38b73958,paid_search,health_beauty,2.00,220.64,0.00,0.00,4.00,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
029b2daf51dda061aeb1cf32c9306db7,382229d1e840115ffe3dbf5ff460e417,organic_search,household_utilities,1.00,29.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02c9fa29186a8d00b3e73d3837ea40e5,6061155addc1e54b4cfb51c1c2a32ad8,organic_search,pet,1.00,19.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02cb7027f3074adf1407706d712298f7,594f9aaa48e5bf431f011ddc5669b0d5,paid_search,bags_backpacks,1.00,135.90,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02ed129a369c56d40549270ac5900864,58f1a6197ed863543e0136bdedb3fce2,paid_search,fashion_accessories,1.00,139.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03368cf33950e57f7da415d43f792e0d,ffad1e7127fb622cb64a900751590acd,organic_search,home_decor,1.00,102.50,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03481652329171ff571df2c58bae0167,2cb98e27ce1c18abdb42209b34c382a7,unknown,car_accessories,1.00,62.49,0.00,0.00,4.00,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
034fe9142b806fe19c1cbc1c752ab08d,ba143b05f0110f0dc71ad71b4466ce92,paid_search,books,1.00,37.50,0.00,0.00,4.00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
036c6f5c3d6a81192f4896ddb2c00c83,6bd503a8230299c9316fb0f726933927,paid_search,health_beauty,1.00,53.80,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03720fdc92032ee4abd471d172006ab0,5b0cc932433fa5184b5b94bfe6bcc256,social,home_decor,1.00,99.00,4.00,396.00,2.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
037ce5266460af220f19d497b130e737,c70c1b0d8ca86052f45a432a38b73958,paid_search,health_beauty,1.00,110.32,0.00,0.00,3.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
037f4f91c8f5cd2a6ddd52a63d97fdcc,d566c37fa119d5e66c4e9052e83ee4ea,organic_search,sports_leisure,2.00,73.80,0.00,0.00,5.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
038862523957395d9316afa8b8b70976,b16d3dadc47d4eb18be3d88bad0775ce,paid_search,sports_leisure,1.00,189.00,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
039df018e03e7c5db83bace2fa6af002,cfe94489ddd337d1e29e12f2a7205d10,unknown,construction_tools_house_garden,1.00,99.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03a54d3b0f15ac01bad656997420d3bb,516e7738bd8f735ac19a010ee5450d8d,paid_search,health_beauty,1.00,65.00,0.00,0.00,5.00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03a77816f8b67ef237ecca2c772c4851,4f0d637c1197fd65405ebd755ac9f86b,paid_search,health_beauty,1.00,89.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03b31f549c27d03bed25fc42ddb46138,ba90964cff9b9e0e6f32b23b82465f7b,organic_search,small_appliances,1.00,1999.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03b70c61372aebf257ccfacc6ca0aa58,ba90964cff9b9e0e6f32b23b82465f7b,organic_search,small_appliances,1.00,858.90,0.00,0.00,5.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
03be2f620301ed720f761e04f00270d4,7d13fca15225358621be4086e1eb0964,unknown,watches,1.00,144.00,0.00,0.00,4.00,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
03bf6a245a6dfdc3cea6bb75ae4fa3d7,7d13fca15225358621be4086e1eb0964,unknown,watches,1.00,467.00,6.00,2802.00,1.00,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
03d6e874e44c091359a3ad62f2bec233,ba143b05f0110f0dc71ad71b4466ce92,paid_search,books,1.00,57.49,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03dffd456132253d009d20fc4a228c9b,b64d51f0435e884e8de603b1655155ae,paid_search,household_utilities,1.00,12.99,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03e5d6a8dd520898f86f8429ccd07c21,b494891378bd8f4560abe576c52deacd,organic_search,health_beauty,1.00,119.90,0.00,0.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03ef5dedbe7492bdae72eec50764c43f,7d7866a99a8656a42c7ff6352a433410,organic_search,household_utilities,1.00,24.90,0.00,0.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03f51c9adce893f63936c5146701aa2f,594f9aaa48e5bf431f011ddc5669b0d5,paid_search,bags_backpacks,2.00,311.80,0.00,0.00,4.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
03ff7f74352df18b6a9a261d68befe5e,c70c1b0d8ca86052f45a432a38b73958,paid_search,health_beauty,2.00,220.64,0.00,0.00,3.00,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
04082ed3fe3aa0b4af00796e94ead6ba,7d13fca15225358621be4086e1eb0964,unknown,watches,1.00,118.00,0.00,0.00,5.00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
040ffb806b943aa19e0b176e7746b2b7,cbf09e831b0c11f6f23ffb51004db972,organic_search,household_utilities,1.00,519.00,0.00,0.00,5.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
04198c2c90b3fcfaec75a836841dafe2,671585f5a2af58b6e276bc01003c0d2b,social,household_utilities,1.00,45.00,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041e2854aac3d7cc5af940995ac6be0b,7d13fca15225358621be4086e1eb0964,unknown,watches,1.00,230.00,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0475d054d40280dfba750663c9ad7a0a,612170e34b97004b3ba37eae81836b4c,organic_search,home_appliances,1.00,49.90,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
047ac23902ffcc68f3106db4f2e4338f,58f1a6197ed863543e0136bdedb3fce2,paid_search,fashion_accessories,1.00,139.00,0.00,0.00,5.00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
04836fc7917dc0bfcfbd4456ec4156ac,9c1c0c36cd23c20897e473901a8fb149,organic_search,food_drink,1.00,99.99,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04955e4e1efe5837c88f3d4311a94fe7,9d681c7e12db302cb261e721040dde65,organic_search,sports_leisure,1.00,29.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049ac54eda25ad838a76c65dcfd27c9a,9d681c7e12db302cb261e721040dde65,organic_search,sports_leisure,1.00,139.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04af63a78c7e84943b8377fe1b7871aa,7d13fca15225358621be4086e1eb0964,unknown,watches,1.00,115.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04b7f4eff7b30fc23df0be1f249113a5,094ced053e257ae8cae57205592d6712,direct_traffic,health_beauty,1.00,13.40,0.00,0.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0505a29e827a4c609b3fd250c0313bef,f46490624488d3ff7ce78613913a7711,other,health_beauty,1.00,99.90,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0507a74781354ea643bff372311d2a97,c70c1b0d8ca86052f45a432a38b73958,paid_search,health_beauty,1.00,110.32,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05086b5a715c97d1971784b6ae899a6d,c70c1b0d8ca86052f45a432a38b73958,paid_search,health_beauty,2.00,220.64,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05104976125ea1e5cc04bc1f506a436a,612170e34b97004b3ba37eae81836b4c,organic_search,home_appliances,1.00,198.90,1.00,198.90,1.00,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
05147da86ae779803eaa2a5480010af9,138dbe45fc62f1e244378131a6801526,paid_search,household_utilities,1.00,9.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0517a3e68dac3308995edca2144db36e,7d13fca15225358621be4086e1eb0964,unknown,watches,1.00,99.90,8.00,799.20,1.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0549a140f31f96d7cafd46b91d604c06,eb9267cccc90f1b49c8d2f9887c7dd97,organic_search,sports_leisure,1.00,319.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0550f231a3ccfd0e87217ef2e816c7dc,6b90f847357d8981edd79a1eb1bf0acb,organic_search,construction_tools_house_garden,1.00,59.90,0.00,0.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0558d3449b449e4da4a5793f542d0785,7d13fca15225358621be4086e1eb0964,unknown,watches,1.00,119.00,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
055b09c841dc52097e688df51b163310,34f563c82a85b99ae9e6d60db5fc2e28,organic_search,audio_video_electronics,1.00,185.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
055cf2a6f9343f99acdb5e8f70e49bd8,6a38087bc8ad4f89ff453561005f6dea,referral,computers,6.00,275.94,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
055cfc7366f3dfdbca102536d95381bb,516e7738bd8f735ac19a010ee5450d8d,paid_search,health_beauty,1.00,79.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
055da72c578d9094618ebb2712e161e9,516e7738bd8f735ac19a010ee5450d8d,paid_search,health_beauty,1.00,49.00,0.00,0.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05646cef8f5791776e224b7967607b4f,33cbbec1e7e1044aaf11d152172c776f,unknown,household_utilities,1.00,22.14,0.00,0.00,5.00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
056793ca2483a5d5943cb5bd90f5b314,fadb07c842a2aef5d5a676b85f220e71,unknown,sports_leisure,1.00,21.99,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059c0bd12954b4e72327c0ff67d9f2e8,7d13fca15225358621be4086e1eb0964,unknown,watches,1.00,145.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05af503aea07ddc5530506f2c349756f,0ddefe3c7a032b91f4e25b9c3a08fca1,paid_search,household_utilities,1.00,19.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05d885b852158b0280c4abe2cd5108b4,134285d1f41da5c13a756ee8142c8a4e,paid_search,car_accessories,2.00,997.80,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05e6d57ea1f64b4e9a0b37c669515cfc,6c99c983ce3b6ba0ab813e6790e81691,direct_traffic,toys,1.00,42.20,0.00,0.00,4.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
05ebeda0c1aefd787e0ddc914af75039,1fe5540d7c1c37a595fefbacd5570d9e,paid_search,computers,2.00,368.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
05f5cfec67106e59d6280f62c4792d25,845e8036c3f7bf62099352f5ed910240,unknown,bed_bath_table,1.00,49.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05f8021cf7217f1990addecad0e24b7a,612170e34b97004b3ba37eae81836b4c,organic_search,home_appliances,1.00,178.90,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05fad97db96406de1787c7a532c46a2b,8c9348f33ae3dada25c99c99ade2af78,paid_search,construction_tools_house_garden,1.00,82.99,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06136e6a6532fabbd5675f8090fca4b3,d66c11a9572221d92fbb8c4897db5f9b,direct_traffic,household_utilities,1.00,30.09,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
061ba2e2d7544790b6ed6b5b4dd9278c,7d13fca15225358621be4086e1eb0964,unknown,watches,1.00,110.00,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
061eb3fa9ee22a8dc3c90060e5a637c9,dfa0c4c6229ab200a4a1336b4d7128ff,paid_search,home_decor,1.00,49.90,0.00,0.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
062bddc5be851fec2b59598cc33498cd,0873d9f8f36123f8d910f4760e788cfb,unknown,audio_video_electronics,1.00,1520.88,0.00,0.00,1.00,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0644bbc829f241622c4c83b08436c465,516e7738bd8f735ac19a010ee5450d8d,paid_search,health_beauty,1.00,31.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
065d95bb9e6d5bbc0a5a2c40579b16e5,c70c1b0d8ca86052f45a432a38b73958,paid_search,health_beauty,1.00,95.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0668d086b3ae41adde3aed3dacbc8fae,02f623a8eb246f3c5f7c2f96462654e6,organic_search,sports_leisure,1.00,209.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
066a60f7b0700a942ba22b627ebff13b,58f1a6197ed863543e0136bdedb3fce2,paid_search,fashion_accessories,1.00,119.00,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
068b6cedb09dad00249cb7fc310bc067,cac876b37d3abcd6bd76caca30277996,paid_search,home_decor,2.00,97.80,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
068d6b1cc2388cb0c5dcff8815760818,138dbe45fc62f1e244378131a6801526,paid_search,household_utilities,1.00,15.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06914a88cb181e922cc58fed3d198c98,6eeed17989b0ae47c9f11ece6f38ea90,unknown,car_accessories,1.00,159.00,0.00,0.00,5.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
06a398a5e672222b10f098541b70da76,e1dc0754bada9ee4cfe9713f22f61292,organic_search,toys,1.00,65.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06ba8c77c2419a72756b5660b04e3188,1fe5540d7c1c37a595fefbacd5570d9e,paid_search,computers,1.00,179.90,0.00,0.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06bb67936cfa5ac3f449e4f6733de4b1,845e8036c3f7bf62099352f5ed910240,unknown,bed_bath_table,1.00,69.90,0.00,0.00,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06bd4e8d281ae8780eadabe2f8886368,6e4a902d1054e4e17aa6eab87fac1c75,direct_traffic,audio_video_electronics,1.00,99.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06e30282882c8f52575603b55ed877ce,cac876b37d3abcd6bd76caca30277996,paid_search,home_decor,1.00,79.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06ef029fb5e8d178fae15f909432ccc7,f12d3c2a14729ae461b920c11fe20fdc,organic_search,home_decor,1.00,19.50,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
070fcffce3b0a655482d4f5f11607599,271c58a1d139c45eaf3316107c6d3a3b,organic_search,bags_backpacks,1.00,140.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
07156fa55794dec196d72e6d8b07339a,f46490624488d3ff7ce78613913a7711,other,health_beauty,1.00,120.49,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0718634f87a84ae0468224ecca3584d1,8a432f4e5b471f8da497d7dc517666e2,organic_search,bed_bath_table,1.00,139.00,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07242eb6740fc0feb5044eda405a4782,c70c1b0d8ca86052f45a432a38b73958,paid_search,health_beauty,1.00,110.32,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
073049331da5458f61598e5d221f4928,8a432f4e5b471f8da497d7dc517666e2,organic_search,bed_bath_table,1.00,89.00,0.00,0.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0739104e30e20de6c0956c0889a9b9dc,11742f81550ac064cc9a40f67151d9ad,paid_search,home_appliances,1.00,369.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0754d33c0d259d6851e811948048324a,788e857f317e53de488d393e65a80f45,organic_search,bags_backpacks,1.00,110.00,0.00,0.00,5.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
075a544c5f4ed4bb75f82b160465fe76,2cb6eb1b7185064167657fa09f541105,paid_search,home_decor,1.00,197.80,0.00,0.00,1.00,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
076d0f6917a8b9325bd7de62ef6c8c73,77a515caa36327151d1cc6c32a9f00e1,paid_search,stationery,1.00,99.00,0.00,0.00,5.00,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
07808f3f87407774955a7ceb2f4fe5d2,845e8036c3f7bf62099352f5ed910240,unknown,bed_bath_table,1.00,85.90,0.00,0.00,5.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
07883f86dff5e5622fe054225f176aa7,9aa388272ee334b6ae07bc73706e254a,paid_search,bed_bath_table,1.00,96.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
078f6a01964ee122ef20881df839af31,c004e5ea15737026cecaee0447e00b75,paid_search,construction_tools_house_garden,1.00,2350.00,0.00,0.00,1.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
078f6e79012194cd9eb77b10f6753d77,70c27847eca8195c983ed7e798c56743,social,pet,2.00,139.98,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0796436a57062ff1b4a95616fdf3f2fa,3d2531eccfbde1d7c8db7a3a12fb267a,organic_search,music_instruments,1.00,349.90,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
