"mql_id","marketing_channel","seller_id","business_segment","total_items_sold","total_order_revenue","order_id","logistical_delay_days","final_review_score","review_message"
"0b97be8b4b408a3a0780a32e0a143a7f",unknown,"7d13fca15225358621be4086e1eb0964",watches,1,115.00,"04af63a78c7e84943b8377fe1b7871aa",-5.0,5,
"62a081b993506561f522af260073cb18",direct_traffic,"094ced053e257ae8cae57205592d6712",health_beauty,1,13.40,"04b7f4eff7b30fc23df0be1f249113a5",-5.0,3,"ele deixa um aspecto um tanto quanto oleoso no cabelo mesmo passando pouco, mas depois da chapinha some um pouco e deixa macio, tem um cheirinho gostoso, mas o produto em si é estranho..."
"98826328c3a60215e53b342560084571",other,f46490624488d3ff7ce78613913a7711,health_beauty,1,99.90,"0505a29e827a4c609b3fd250c0313bef",-13.0,4,
"7b6ad2297d3beb569ddf3ee1ce22ffa8",paid_search,c70c1b0d8ca86052f45a432a38b73958,health_beauty,1,110.32,"0507a74781354ea643bff372311d2a97",-11.0,5,
"7b6ad2297d3beb569ddf3ee1ce22ffa8",paid_search,c70c1b0d8ca86052f45a432a38b73958,health_beauty,2,220.64,"05086b5a715c97d1971784b6ae899a6d",-10.0,4,
"327174d3648a2d047e8940d7d15204ca",organic_search,"612170e34b97004b3ba37eae81836b4c",home_appliances,1,198.90,"05104976125ea1e5cc04bc1f506a436a",1.0,1,Coloquei que não foi entregue por que eu que tive q ir buscar. Eles não entregam na minha casa... E outra uma semana de uso o fone já está dando problemas!
"22c0b2a19a05fff19e92fab5a0b7728b",paid_search,"138dbe45fc62f1e244378131a6801526",household_utilities,1,9.90,"05147da86ae779803eaa2a5480010af9",-7.0,5,
"0b97be8b4b408a3a0780a32e0a143a7f",unknown,"7d13fca15225358621be4086e1eb0964",watches,1,99.90,"0517a3e68dac3308995edca2144db36e",8.0,1,
"5490e7d6b0202e0f649d6fba5bf770ec",organic_search,eb9267cccc90f1b49c8d2f9887c7dd97,sports_leisure,1,319.90,"0549a140f31f96d7cafd46b91d604c06",-9.0,5,
"8ba72c13888964788024b12e39aef6de",organic_search,"6b90f847357d8981edd79a1eb1bf0acb",construction_tools_house_garden,1,59.90,"0550f231a3ccfd0e87217ef2e816c7dc",-15.0,3,
"0b97be8b4b408a3a0780a32e0a143a7f",unknown,"7d13fca15225358621be4086e1eb0964",watches,1,119.00,"0558d3449b449e4da4a5793f542d0785",-12.0,4,
dcb63974e7efcb5cf46738cb2a22edf1,organic_search,"34f563c82a85b99ae9e6d60db5fc2e28",audio_video_electronics,1,185.90,"055b09c841dc52097e688df51b163310",-19.0,5,
"99fc32e3c05e03597a692c4fd9a9d162",referral,"6a38087bc8ad4f89ff453561005f6dea",computers,6,275.94,"055cf2a6f9343f99acdb5e8f70e49bd8",-8.0,4,
e0bcbf50b9afa71ee130b94dfe8bcf2e,paid_search,"516e7738bd8f735ac19a010ee5450d8d",health_beauty,1,79.90,"055cfc7366f3dfdbca102536d95381bb",-22.0,5,Preços ótimos 
e0bcbf50b9afa71ee130b94dfe8bcf2e,paid_search,"516e7738bd8f735ac19a010ee5450d8d",health_beauty,1,49.00,"055da72c578d9094618ebb2712e161e9",-27.0,3,
"1ce04284ef15be769958c668292573b8",unknown,"33cbbec1e7e1044aaf11d152172c776f",household_utilities,1,22.14,"05646cef8f5791776e224b7967607b4f",-19.0,5,"Produto entregue no prazo, dentro das especificações, conforme o anúncio.
"
caea756b29bd071f00ce526f40645a78,unknown,fadb07c842a2aef5d5a676b85f220e71,sports_leisure,1,21.99,"056793ca2483a5d5943cb5bd90f5b314",0.0,5,
"0b97be8b4b408a3a0780a32e0a143a7f",unknown,"7d13fca15225358621be4086e1eb0964",watches,1,145.00,"059c0bd12954b4e72327c0ff67d9f2e8",-12.0,5,
afac78e614dac1a1470030ea55c08eef,paid_search,"0ddefe3c7a032b91f4e25b9c3a08fca1",household_utilities,1,19.90,"05af503aea07ddc5530506f2c349756f",-11.0,5,
"009ff90f082aaa9fcd6e14caf65c7cc6",paid_search,"134285d1f41da5c13a756ee8142c8a4e",car_accessories,2,997.80,"05d885b852158b0280c4abe2cd5108b4",-13.0,1,Comprei dois aparelhos e so chegou um!!! Cade meu produto?
"973f72ab89f64e22470778a9bd1ea10f",direct_traffic,"6c99c983ce3b6ba0ab813e6790e81691",toys,1,42.20,"05e6d57ea1f64b4e9a0b37c669515cfc",-16.0,4,Tudo certinho entrega rápida mas frente muito caro!
"63d196328512c582293ce6c845521bb6",paid_search,"1fe5540d7c1c37a595fefbacd5570d9e",computers,2,368.90,"05ebeda0c1aefd787e0ddc914af75039",-8.0,5,"Chegou no prazo, segui as informações, e tudo certo"
"9b6edcffd428da99ae60cc01049a8403",unknown,"845e8036c3f7bf62099352f5ed910240",bed_bath_table,1,49.90,"05f5cfec67106e59d6280f62c4792d25",-10.0,5,
"327174d3648a2d047e8940d7d15204ca",organic_search,"612170e34b97004b3ba37eae81836b4c",home_appliances,1,178.90,"05f8021cf7217f1990addecad0e24b7a",-13.0,4,
"439c56de17208ac25a2abee9beca46f7",paid_search,"8c9348f33ae3dada25c99c99ade2af78",construction_tools_house_garden,1,82.99,"05fad97db96406de1787c7a532c46a2b",-27.0,5,
"8423896e04d8cc356ddbb29d4cc9288d",direct_traffic,d66c11a9572221d92fbb8c4897db5f9b,household_utilities,1,30.09,"06136e6a6532fabbd5675f8090fca4b3",-6.0,5,
"0b97be8b4b408a3a0780a32e0a143a7f",unknown,"7d13fca15225358621be4086e1eb0964",watches,1,110.00,"061ba2e2d7544790b6ed6b5b4dd9278c",-11.0,4,
ac029f072468dd8c97c15f0a9fa96f00,paid_search,dfa0c4c6229ab200a4a1336b4d7128ff,home_decor,1,49.90,"061eb3fa9ee22a8dc3c90060e5a637c9",-20.0,3,
ee488918cd8d11b893067864f9dabddb,unknown,"0873d9f8f36123f8d910f4760e788cfb",audio_video_electronics,1,1520.88,"062bddc5be851fec2b59598cc33498cd",-12.0,1,"Recebi o produto mais veio errado, ainda não recebi nenhum contato da empresa!"
e0bcbf50b9afa71ee130b94dfe8bcf2e,paid_search,"516e7738bd8f735ac19a010ee5450d8d",health_beauty,1,31.90,"0644bbc829f241622c4c83b08436c465",-26.0,5,
"7b6ad2297d3beb569ddf3ee1ce22ffa8",paid_search,c70c1b0d8ca86052f45a432a38b73958,health_beauty,1,95.00,"065d95bb9e6d5bbc0a5a2c40579b16e5",-9.0,5,
ffdd99e05df27c02a2fb1669d49e0c76,organic_search,"02f623a8eb246f3c5f7c2f96462654e6",sports_leisure,1,209.00,"0668d086b3ae41adde3aed3dacbc8fae",-5.0,5,
"081c243a74472af67b65145cff5221c7",paid_search,"58f1a6197ed863543e0136bdedb3fce2",fashion_accessories,1,119.00,"066a60f7b0700a942ba22b627ebff13b",-7.0,4,
"30c5ba4650eee4a5550cdfa16fb4f195",paid_search,cac876b37d3abcd6bd76caca30277996,home_decor,2,97.80,"068b6cedb09dad00249cb7fc310bc067",-27.0,5,
"22c0b2a19a05fff19e92fab5a0b7728b",paid_search,"138dbe45fc62f1e244378131a6801526",household_utilities,1,15.90,"068d6b1cc2388cb0c5dcff8815760818",-6.0,5,
"0e9c14002f9268601c57837930261014",unknown,"6eeed17989b0ae47c9f11ece6f38ea90",car_accessories,1,159.00,"06914a88cb181e922cc58fed3d198c98",-4.0,5,"Recebi super rápido, ótimo produto. Recomendo a parceira. "
"4653dc197e56d94547c86d7a3af40833",organic_search,e1dc0754bada9ee4cfe9713f22f61292,toys,1,65.00,"06a398a5e672222b10f098541b70da76",-8.0,5,
"63d196328512c582293ce6c845521bb6",paid_search,"1fe5540d7c1c37a595fefbacd5570d9e",computers,1,179.90,"06ba8c77c2419a72756b5660b04e3188",-13.0,3,
"9b6edcffd428da99ae60cc01049a8403",unknown,"845e8036c3f7bf62099352f5ed910240",bed_bath_table,1,69.90,"06bb67936cfa5ac3f449e4f6733de4b1",-27.0,2,Não é como a foto!
f72a53e19c3310188cedd074226312c9,direct_traffic,"6e4a902d1054e4e17aa6eab87fac1c75",audio_video_electronics,1,99.00,"06bd4e8d281ae8780eadabe2f8886368",-9.0,5,
"30c5ba4650eee4a5550cdfa16fb4f195",paid_search,cac876b37d3abcd6bd76caca30277996,home_decor,1,79.90,"06e30282882c8f52575603b55ed877ce",-3.0,5,
e5c8f30b30415b1fc94d820ba9d4d08c,organic_search,f12d3c2a14729ae461b920c11fe20fdc,home_decor,1,19.50,"06ef029fb5e8d178fae15f909432ccc7",-11.0,5,"bom, chegou bem embalado"
"3e1d9bee7fa8982cbd0dd0c0aa5ce905",organic_search,"271c58a1d139c45eaf3316107c6d3a3b",bags_backpacks,1,140.00,"070fcffce3b0a655482d4f5f11607599",-2.0,1,"loja Medidas Bolsa Grande: 32cm de Altura x 45cm de Largura x 24cm de Espessura
realidade
consumidor Bolsa Grande: 28cm de Altura x 38cm de Largura x 14cm de Espessura
"
"98826328c3a60215e53b342560084571",other,f46490624488d3ff7ce78613913a7711,health_beauty,1,120.49,"07156fa55794dec196d72e6d8b07339a",0.0,5,
"384008daaa0f14b58912d8648101fdd0",organic_search,"8a432f4e5b471f8da497d7dc517666e2",bed_bath_table,1,139.00,"0718634f87a84ae0468224ecca3584d1",-4.0,4,
"7b6ad2297d3beb569ddf3ee1ce22ffa8",paid_search,c70c1b0d8ca86052f45a432a38b73958,health_beauty,1,110.32,"07242eb6740fc0feb5044eda405a4782",-14.0,4,
"384008daaa0f14b58912d8648101fdd0",organic_search,"8a432f4e5b471f8da497d7dc517666e2",bed_bath_table,1,89.00,"073049331da5458f61598e5d221f4928",-16.0,4,
"79c57bf41c34485dfe8b0d15d45a5fa2",paid_search,"11742f81550ac064cc9a40f67151d9ad",home_appliances,1,369.90,"0739104e30e20de6c0956c0889a9b9dc",-3.0,5,Fiquei muito satisfeita. 
"6dfdc6a7e91f5d20a16c956c33974ca5",organic_search,"3ab971ce71839580d2ae5b4e40fe8044",home_decor,1,85.90,"0749c820395dd586556efd230c9d1bb9",,,
c14a716bc18a0f87296c2ec10bfe8929,organic_search,"788e857f317e53de488d393e65a80f45",bags_backpacks,1,110.00,"0754d33c0d259d6851e811948048324a",-6.0,5,Entrega com rapidez ...obrigado pelo respeito ao cliente
"1b34d47c57a081fbfeec93a1065e69bd",paid_search,"2cb6eb1b7185064167657fa09f541105",home_decor,1,197.80,"075a544c5f4ed4bb75f82b160465fe76",-14.0,1,"Estou aguardando a encomenda. 
Recebi o aviso de dificuldade na entrega, mas ninguém entrou em contato para dizer o q realmente aconteceu. "
bd47dc58209bc820d555f935bf055e40,paid_search,"77a515caa36327151d1cc6c32a9f00e1",stationery,1,99.00,"076d0f6917a8b9325bd7de62ef6c8c73",-4.0,5,"Ótimo produto e custo beneficio, eu recomento, e sobre a lojas lannister, a melhor opçao de compras!"
"9b6edcffd428da99ae60cc01049a8403",unknown,"845e8036c3f7bf62099352f5ed910240",bed_bath_table,1,85.90,"07808f3f87407774955a7ceb2f4fe5d2",-13.0,5,"Foi bem rápido a entrega, fiquei muito satisfeita. "
"4a357e43fba47afd6d96c6f6524ade53",paid_search,"9aa388272ee334b6ae07bc73706e254a",bed_bath_table,1,96.00,"07883f86dff5e5622fe054225f176aa7",-4.0,5,
"098d6dd896e6740f88282b48495d47ef",paid_search,c004e5ea15737026cecaee0447e00b75,construction_tools_house_garden,1,2350.00,"078f6a01964ee122ef20881df839af31",,1,Não recebi o produto que esta sendo cobrado no meu cartão de credito.
fc4166d1b1e192f650ee2d807b54c943,social,"70c27847eca8195c983ed7e798c56743",pet,2,139.98,"078f6e79012194cd9eb77b10f6753d77",-14.0,5,
"53be01f4f05aebe9d0c69268ac1999ce",organic_search,"3d2531eccfbde1d7c8db7a3a12fb267a",music_instruments,1,349.90,"0796436a57062ff1b4a95616fdf3f2fa",-14.0,5,
